"Link","Author Keywords","Index Keywords"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063010696&doi=10.1007%2fs12532-018-0145-6&partnerID=40&md5=296b1b4aabd23206c87a2c9af0cde5ec","Algorithm engineering; Formal concept analysis; Optimization; Polyhedral combinatorics; Polyhedral computation","Combinatorial mathematics; Combinatorial optimization; Formal concept analysis; Optimization; Algorithm engineering; Closed set; Closure operators; Communication complexity; Polyhedral combinatorics; Polytopes; Topology"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110681514&doi=10.1007%2fs12532-021-00205-x&partnerID=40&md5=586a32565705891d027a9aa4cd617140","Explicit inner termination rule; Inexact augmented Lagrangian method; Large scale optimization; Randomized first-order method; Relative smoothness condition","Convex optimization; Lagrange multipliers; Stochastic systems; Augmented Lagrangians; Complexity bounds; Convex optimization problems; Large-scale problem; Numerical experiments; Objective functions; Stochastic algorithms; Stopping criteria; Constrained optimization"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100561618&doi=10.1007%2fs12532-020-00200-8&partnerID=40&md5=93c4152d8a66350c63cb5aa24fa3f8ba","Interior-point methods; Linear programming; Open-source software","Linear algebra; Open source software; Stochastic programming; Stochastic systems; Design and implementations; Efficient implementation; Homogeneous interior-point algorithm; Interior-point method; Linear programming solvers; Multiple centrality corrections; Power systems operation; Two-stage stochastic programming; Linear programming"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074689034&doi=10.1007%2fs12532-019-00173-3&partnerID=40&md5=cfa9eb7ee3f1e5df71f67254d299cd0f","Augmented Lagrangian; Nonsmooth convex optimization; Primal-dual first-order methods; Restarting; Self-adaptive method","Constrained optimization; Convex optimization; Lagrange multipliers; Augmented Lagrangians; First order method; Non-smooth convex optimizations; Restarting; Self-adaptive method; Iterative methods"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116828773&doi=10.1007%2fs12532-021-00208-8&partnerID=40&md5=a091b4634f39cbe00b1b3badcab19f00","Direct optimal control; Optimization algorithms","Application programs; Automatic programming; C (programming language); Computer simulation languages; Mathematical programming; MATLAB; Modeling languages; Open source software; Open systems; Algorithmics; Direct optimal control; Embedded application; Embedded optimizations; Modulars; Open source frameworks; Optimal controls; Optimisations; Optimization algorithms; Performance; Linear algebra"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095419926&doi=10.1007%2fs12532-020-00196-1&partnerID=40&md5=e0a6dcc8aedf6a3468370a42a1eb5ea1","Global optimization; Mixed-integer nonlinear programming; Software","Computational efficiency; Nonlinear programming; Flexible framework; Global solutions; Mixed-integer nonlinear optimization; Mixed-integer nonlinear programming; Nonconvex MINLP; Paper documents; State of the art; Integer programming"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160820788&doi=10.1007%2fs12532-023-00239-3&partnerID=40&md5=840149a4f43b41101b37b446ebf6cf7f","Algebraic modeling language; Julia; JuMP","Algebra; Integer programming; Linear programming; Nonlinear programming; Algebraic modeling language; Algebraic models; Conic optimization; Integer Program- ming; Julium; JuMP; Linear-programming; Mathematical optimizations; Model optimization; Optimization problems; Modeling languages"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074837168&doi=10.1007%2fs12532-019-00174-2&partnerID=40&md5=d76326cff4c054bdae111c6ea544bc98","Branch-and-bound; K-adaptability; Robust optimization; Two-stage problems","Benchmarking; Branch and bound method; Uncertainty analysis; Asymptotic convergence; Branch and bound schemes; Finite dimensional approximation; Infinite dimensional; Numerical experiments; Robust optimization; Two-stage problems; Uncertain parameters; Integer programming"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141151293&doi=10.1007%2fs12532-022-00230-4&partnerID=40&md5=bcc26c24c6f35c7063b6f25ad91c1ea9","","Decomposition methods; Learning systems; Algebraic structures; Automatic decomposition; Blockings; Dantzig-wolfe decomposition; Data driven; Decomposition methods; General-purpose solvers; Machine learning methods; Mixed-integer programs; Program decomposition; Integer programming"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122148631&doi=10.1007%2fs12532-021-00206-w&partnerID=40&md5=616836a2fac31ee6dd2629cec9744ce1","Binary quadratic programming; Column generation; Decomposition methods; Quadratic convex reformulation","Combinatorial optimization; Linear programming; Quadratic programming; Binary quadratic programming; Column generation; Computationally efficient; Continuous relaxation; Convex optimisation; Decomposition methods; Dual bound; Optimization principle; Quadratic convex reformulation; Quadratic problem; Convex optimization"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092494155&doi=10.1007%2fs12532-020-00193-4&partnerID=40&md5=aa3edb8e02b6e379077420235297124b","Exponential cone programs; Global optimization; SAGE certificates; Signomial programming; SOS certificates","Entropy; Global optimization; Convex duality; Polynomial optimization; Polynomial optimization problem; Projective methods; Relative entropy; Constrained optimization"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079823443&doi=10.1007%2fs12532-020-00179-2&partnerID=40&md5=c30ce48878a8aab5eee838f1f45a6bfb","First-order methods; Operator splitting; Optimization; Quadratic programming","C (programming language); Embedded systems; Factorization; Iterative methods; Linear programming; Linear systems; Open source software; Optimization; Quadratic programming; Real time systems; Alternating direction method of multipliers; First order method; General-purpose solvers; Interior-point method; Operator splitting method; Operator splitting technique; Operator-splitting; Positive definiteness; Matrix algebra"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096920927&doi=10.1007%2fs12532-020-00197-0&partnerID=40&md5=db9c16699bbe73aaa479ecf084c2c2f4","Adaptive oracles; Benders decomposition; Inexact oracles; Stochastic investment planning","Investments; Stochastic systems; Benders decomposition; Computational effort; Convergence tolerances; Cutting plane algorithms; Investment planning; Large-scale optimization; Optimal solutions; Optimization problems; Iterative methods"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070223659&doi=10.1007%2fs12532-018-0153-6&partnerID=40&md5=d754b3d505705a2e8aaa2edc219c16fd","Mixed integer optimization; Principal component analysis; Sparse eigenvalues; Sparse principal component analysis","Branch and bound method; Covariance matrix; Eigenvalues and eigenfunctions; Integer programming; Branch-and-bound algorithms; Complete control; Covariance matrices; Digital Objects; Feasible solution; Mixed integer optimization; Sparse eigenvalues; Sparse principal component analysis; Principal component analysis"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152459059&doi=10.1007%2fs12532-023-00241-9&partnerID=40&md5=92f556ce35dfa023b6a329c06126b5e7","Branch-and-cut; Branch-and-price; Mixed-integer programming models; Relaxation complexity","Linear programming; Auxiliary variables; Branch and price; Branch-and-cut; Integer point; Integer Program- ming; Linear optimization problems; Mixed integer programming model; Relaxation complexity; Social choice; Symmetrics; Integer programming"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068871666&doi=10.1007%2fs12532-019-00165-3&partnerID=40&md5=5a44ebd2cc8ea94f0678ac3524e4c1cd","Chordal graph; Graph partitioning; Integer programming; Semidefinite programming","Mathematical programming; Software engineering; Chordal graphs; Combinatorial problem; Graph Partitioning; Numerical experiments; Semi-definite programming; Sports Scheduling; State of the art; Underlying graphs; Integer programming"
